,A,B,C,A,B,C
28941,UHB39611.1 ,BA.1.18,1270,USA: Missouri,USA,2021/12/3
28942,UGX14911.1 ,AY.100,1269,USA: Alabama,USA,2021/12/3
28943,UGX14971.1 ,AY.103,1269,USA: New York,USA,2021/12/3
28944,UGX15210.1 ,AY.119,1271,USA: New York,USA,2021/12/3
28945,UGX15448.1 ,AY.3,1271,USA: New Jersey,USA,2021/12/3
28946,UGX82254.1 ,AY.25,1271,USA: Arizona,USA,2021/12/3
28947,UGX82633.1 ,AY.44,1269,USA: Illinois,USA,2021/12/3
28948,UGX82941.1 ,AY.119,1271,USA: Michigan,USA,2021/12/3
28949,UGX82976.1 ,AY.103,1271,USA: Pennsylvania,USA,2021/12/3
28950,UGX83664.1 ,AY.103,1271,USA: Indiana,USA,2021/12/3
28951,UGV33555.1 ,AY.34,1271,USA: Pennsylvania,USA,2021/12/3
28952,UGV33782.1 ,AY.3.1,1271,USA: Pennsylvania,USA,2021/12/3
28953,UGV33794.1 ,AY.3.1,1271,USA: Pennsylvania,USA,2021/12/3
28954,UGR92697.1 ,B.1.617.2,1271,USA: California,USA,2021/12/3
28955,UGR93339.1 ,AY.25,1271,USA: California,USA,2021/12/3
28956,UGR93351.1 ,AY.3,1271,USA: California,USA,2021/12/3
28957,UGR93671.1 ,AY.116.1,1271,USA: California,USA,2021/12/3
28958,UGR93970.1 ,AY.3,1271,USA: California,USA,2021/12/3
28959,UGP84972.1 ,AY.20,1271,USA: California,USA,2021/12/3
28960,UGP85697.1 ,AY.39.1,1271,USA: California,USA,2021/12/3
28961,UGP86783.1 ,AY.4,1271,USA: California,USA,2021/12/3
28962,UGP87428.1 ,AY.20,1271,USA: California,USA,2021/12/3
28963,UGP87738.1 ,AY.3,1271,USA: California,USA,2021/12/3
28964,UGP88775.1 ,AY.25,1271,USA: California,USA,2021/12/3
28965,UGA85510.1 ,B.1.617.2,1271,Myanmar,Myanmar,2021/12/3
28966,UGA85653.1 ,B.1.617.2,1271,Myanmar,Myanmar,2021/12/3
28967,UGA85677.1 ,B.1.617.2,1271,Myanmar,Myanmar,2021/12/3
28968,WKP76247.1 ,AY.44,1269,USA,USA,2021/12/4
28969,WKF16558.1 ,BA.3,1267,USA: New Jersey,USA,2021/12/4
28970,WEI60534.1 ,AY.85,1271,Thailand: Samut Prakan,Thailand,2021/12/4
28971,WDB01996.1 ,AY.103,1271,USA,USA,2021/12/4
28972,WDB02286.1 ,AY.3,1271,USA,USA,2021/12/4
28973,WDB02564.1 ,AY.103,1271,USA,USA,2021/12/4
28974,WDB02621.1 ,AY.103,1271,USA,USA,2021/12/4
28975,UTB12449.1 ,AY.44,1271,USA: CO,USA,2021/12/4
28976,URG78882.1 ,AY.20,1271,USA,USA,2021/12/4
28977,URB54478.1 ,AY.101,1271,Brazil,Brazil,2021/12/4
28978,URB55068.1 ,AY.99.2,1271,Brazil,Brazil,2021/12/4
28979,UQH10438.1 ,AY.26,1271,"USA: Arizona, Maricopa",USA,2021/12/4
28980,UPG60304.1 ,AY.25,1271,USA,USA,2021/12/4
28981,UNI98302.1 ,AY.47,1271,USA,USA,2021/12/4
28982,UNA07875.1 ,AY.107,1271,Jamaica,Jamaica,2021/12/4
28983,UNA07899.1 ,AY.107,1271,Jamaica,Jamaica,2021/12/4
28984,UME38900.1 ,AY.103,1271,USA: New Mexico,USA,2021/12/4
28985,UIC78553.1 ,AY.25.1,1271,Chile,Chile,2021/12/4
28986,UJZ66581.1 ,AY.113,1271,USA,USA,2021/12/4
28987,UJH59195.1 ,AY.100,1271,USA: MS,USA,2021/12/4
28988,UJB03614.1 ,AY.103,1271,"USA: Oklahoma, Oklahoma City",USA,2021/12/4
28989,UIY93833.1 ,AY.113,1271,USA,USA,2021/12/4
28990,UIY94991.1 ,AY.25,1273,USA,USA,2021/12/4
28991,UIY98803.1 ,AY.44,1273,USA,USA,2021/12/4
28992,UIF54463.1 ,AY.103,1271,USA,USA,2021/12/4
28993,UIE17455.1 ,AY.44,1271,USA: IL,USA,2021/12/4
28994,UIE33468.1 ,AY.44,1271,USA: FL,USA,2021/12/4
28995,UHX61107.1 ,AY.103,1271,USA: Colorado,USA,2021/12/4
28996,UHX61654.1 ,AY.119,1271,USA: Colorado,USA,2021/12/4
28997,UHX63026.1 ,AY.44,1271,USA: Colorado,USA,2021/12/4
28998,UHX63900.1 ,AY.103,1271,USA: North Carolina,USA,2021/12/4
28999,UHX64196.1 ,AY.100,1271,USA: Colorado,USA,2021/12/4
29000,UHX64232.1 ,AY.25.1,1271,USA: Colorado,USA,2021/12/4
29001,UHX89800.1 ,AY.44,1271,USA: Colorado,USA,2021/12/4
29002,UHX90036.1 ,AY.25.1,1268,USA: Colorado,USA,2021/12/4
29003,UHX90048.1 ,AY.3,1271,USA: Colorado,USA,2021/12/4
29004,UHY15514.1 ,AY.98.1,1271,USA: Pennsylvania,USA,2021/12/4
29005,UHV46950.1 ,AY.119.2,1271,USA: Rhode Island,USA,2021/12/4
29006,UHU17575.1 ,AY.100,1271,USA,USA,2021/12/4
29007,UHU58554.1 ,AY.25,1271,USA: Virginia,USA,2021/12/4
29008,UHR54948.1 ,AY.103,1271,USA: Minnesota,USA,2021/12/4
29009,UHR71012.1 ,AY.37,1271,USA: Wisconsin,USA,2021/12/4
29010,UHR71201.1 ,AY.25,1271,USA: Utah,USA,2021/12/4
29011,UHS12967.1 ,AY.39.1,1271,USA: GA,USA,2021/12/4
29012,UHO88162.1 ,AY.103,1271,USA: Connecticut,USA,2021/12/4
29013,UHO88209.1 ,AY.44,1271,USA: Indiana,USA,2021/12/4
29014,UHO88269.1 ,AY.100,1271,USA: Connecticut,USA,2021/12/4
29015,UHO88458.1 ,AY.39,1271,USA: District of Columbia,USA,2021/12/4
29016,UHO88470.1 ,AY.44,1271,USA: Connecticut,USA,2021/12/4
29017,UHO88698.1 ,AY.103,1271,USA: Kansas,USA,2021/12/4
29018,UHO88780.1 ,AY.100,1271,USA: Illinois,USA,2021/12/4
29019,UHO89096.1 ,AY.103,1271,USA: Wisconsin,USA,2021/12/4
29020,UHK62990.1 ,AY.103,1271,USA: New Mexico,USA,2021/12/4
29021,UHK63407.1 ,AY.20,1271,USA: Mississippi,USA,2021/12/4
29022,UHK63551.1 ,AY.103,1266,USA: Iowa,USA,2021/12/4
29023,UHK63563.1 ,AY.98.1,1271,USA: California,USA,2021/12/4
29024,UHK64238.1 ,AY.3,1271,USA: Kentucky,USA,2021/12/4
29025,UHK64606.1 ,AY.4,1271,USA: West Virginia,USA,2021/12/4
29026,UHN15697.1 ,AY.44,1271,USA: California,USA,2021/12/4
29027,UHN16399.1 ,AY.47,1271,USA: Florida,USA,2021/12/4
29028,UHN16609.1 ,AY.103,1271,USA: Kentucky,USA,2021/12/4
29029,UHN16922.1 ,AY.44,1271,USA: Indiana,USA,2021/12/4
29030,UHN16946.1 ,AY.103,1271,USA: Kentucky,USA,2021/12/4
29031,UHN17275.1 ,AY.25,1271,USA: Kentucky,USA,2021/12/4
29032,UHN17649.1 ,AY.103,1271,USA: New Hampshire,USA,2021/12/4
29033,UHN83727.1 ,AY.117,1271,USA: Minnesota,USA,2021/12/4
29034,UHN83867.1 ,AY.103,1271,USA: New Mexico,USA,2021/12/4
29035,UHO10477.1 ,AY.103,1271,USA: Massachusetts,USA,2021/12/4
29036,UHO16851.1 ,AY.107,1271,USA: Vermont,USA,2021/12/4
29037,UHG60487.1 ,AY.25,1271,USA: Minnesota,USA,2021/12/4
29038,UHG60950.1 ,AY.103,1271,USA: Minnesota,USA,2021/12/4
29039,UHG61472.1 ,AY.100,1271,USA: New Mexico,USA,2021/12/4
29040,UHG61556.1 ,AY.3,1271,USA: Minnesota,USA,2021/12/4
29041,UHG61771.1 ,AY.3,1272,USA: Minnesota,USA,2021/12/4
29042,UHG61887.1 ,AY.44,1271,USA: Minnesota,USA,2021/12/4
29043,UHG61899.1 ,AY.43,1271,USA: Minnesota,USA,2021/12/4
29044,UHG61946.1 ,AY.44,1271,USA: Minnesota,USA,2021/12/4
29045,UHG61982.1 ,AY.103,1271,USA: Pennsylvania,USA,2021/12/4
29046,UHG62466.1 ,AY.122,1273,USA: Minnesota,USA,2021/12/4
29047,UHG62665.1 ,B.1.617.2,1271,USA: Minnesota,USA,2021/12/4
29048,UHG62891.1 ,AY.100,1271,USA: Minnesota,USA,2021/12/4
29049,UHG64375.1 ,AY.103,1271,USA: Minnesota,USA,2021/12/4
29050,UHL31370.1 ,AY.25,1271,USA: Minnesota,USA,2021/12/4
29051,UHL31442.1 ,AY.100,1271,USA: Minnesota,USA,2021/12/4
29052,UHL32060.1 ,AY.103,1271,USA: Minnesota,USA,2021/12/4
29053,UHL46564.1 ,AY.39,1271,USA,USA,2021/12/4
29054,UHL46623.1 ,AY.25,1271,USA,USA,2021/12/4
29055,UHL46940.1 ,AY.3,1271,USA,USA,2021/12/4
29056,UHL47091.1 ,AY.44,1271,USA,USA,2021/12/4
29057,UHJ27910.1 ,AY.100,1271,USA: Nevada,USA,2021/12/4
29058,UHJ28359.1 ,AY.25,1271,USA: Illinois,USA,2021/12/4
29059,UHJ28740.1 ,AY.44,1271,USA: Georgia,USA,2021/12/4
29060,UHJ29359.1 ,AY.44,1271,USA: Nevada,USA,2021/12/4
29061,UHJ29571.1 ,AY.4,1271,USA: Florida,USA,2021/12/4
29062,UHJ29713.1 ,AY.25,1271,USA: Virginia,USA,2021/12/4
29063,UHJ30127.1 ,AY.44,1271,USA: West Virginia,USA,2021/12/4
29064,UHJ30222.1 ,AY.20,1271,USA: South Carolina,USA,2021/12/4
29065,UHJ80237.1 ,AY.103,1271,USA: FL,USA,2021/12/4
29066,UHJ88106.1 ,AY.119,1271,USA: Maryland,USA,2021/12/4
29067,UHJ88200.1 ,AY.25,1271,USA: South Carolina,USA,2021/12/4
29068,UHJ88544.1 ,AY.103,1271,USA: Texas,USA,2021/12/4
29069,UHD94376.1 ,AY.39.1,1271,USA: West Virginia,USA,2021/12/4
29070,UHD94851.1 ,AY.4,1271,USA: West Virginia,USA,2021/12/4
29071,UHE59240.1 ,AY.103,1271,USA: Connecticut,USA,2021/12/4
29072,UHE59498.1 ,AY.3,1271,USA: Maryland,USA,2021/12/4
29073,UHE59698.1 ,AY.20,1271,USA: District of Columbia,USA,2021/12/4
29074,UHE59804.1 ,AY.103,1271,USA: Pennsylvania,USA,2021/12/4
29075,UHE59899.1 ,AY.122,1271,USA: Maryland,USA,2021/12/4
29076,UHE59946.1 ,AY.44,1271,USA: Delaware,USA,2021/12/4
29077,UHG15868.1 ,AY.100,1271,USA: Arizona,USA,2021/12/4
29078,UHG16130.1 ,AY.47,1271,USA: Michigan,USA,2021/12/4
29079,UHG16393.1 ,AY.103,1271,USA: Florida,USA,2021/12/4
29080,UHG16690.1 ,AY.39,1271,USA: Indiana,USA,2021/12/4
29081,UHG16857.1 ,AY.100,1271,USA: Texas,USA,2021/12/4
29082,UHG17012.1 ,AY.39.1,1271,USA: Texas,USA,2021/12/4
29083,UHG17142.1 ,AY.103,1271,USA: Indiana,USA,2021/12/4
29084,UHG18061.1 ,AY.3,1271,USA: Indiana,USA,2021/12/4
29085,UHG18441.1 ,AY.25,1271,USA: Florida,USA,2021/12/4
29086,UHG18679.1 ,AY.44,1271,USA: Illinois,USA,2021/12/4
29087,UHG18811.1 ,AY.103,1271,USA: California,USA,2021/12/4
29088,UHG19213.1 ,AY.39,1271,USA: Indiana,USA,2021/12/4
29089,UHB75338.1 ,AY.103,1271,USA: Massachusetts,USA,2021/12/4
29090,UHB76397.1 ,AY.103,1271,USA: Massachusetts,USA,2021/12/4
29091,UHB84913.1 ,AY.119,1271,USA: Massachusetts,USA,2021/12/4
29092,UHB84949.1 ,AY.3,1271,USA: Massachusetts,USA,2021/12/4
29093,UGZ88268.1 ,AY.103,1270,USA: Washington,USA,2021/12/4
29094,UHB39755.1 ,BA.1.15,1270,USA: Texas,USA,2021/12/4
29095,UHB39863.1 ,BA.1,1270,USA: Illinois,USA,2021/12/4
29096,UGZ04102.1 ,AY.25,1271,USA: Minnesota,USA,2021/12/4
29097,UGZ20822.1 ,AY.20,1271,USA: Nevada,USA,2021/12/4
29098,UGZ20834.1 ,AY.3,1271,USA: Nevada,USA,2021/12/4
29099,UGX83832.1 ,AY.39,1271,USA: Indiana,USA,2021/12/4
29100,UGX83868.1 ,AY.100,1271,USA: Texas,USA,2021/12/4
29101,UGX84069.1 ,AY.119,1271,USA: Texas,USA,2021/12/4
29102,UGX84249.1 ,AY.44,1271,USA: Texas,USA,2021/12/4
29103,UGX84555.1 ,AY.39,1271,USA: Florida,USA,2021/12/4
29104,UGX84603.1 ,AY.43,1271,USA: Pennsylvania,USA,2021/12/4
29105,UGR95883.1 ,AY.47,1271,USA: California,USA,2021/12/4
29106,UGR96313.1 ,AY.4,1271,USA: California,USA,2021/12/4
29107,UGR96516.1 ,AY.3,1271,USA: California,USA,2021/12/4
29108,UGR97084.1 ,AY.26,1271,USA: California,USA,2021/12/4
29109,UGR97239.1 ,AY.25,1271,USA: California,USA,2021/12/4
29110,UGR98182.1 ,AY.26,1271,USA: California,USA,2021/12/4
29111,UGR98444.1 ,AY.39,1271,USA: California,USA,2021/12/4
29112,UGR98646.1 ,AY.103,1271,USA: California,USA,2021/12/4
29113,UGR98716.1 ,AY.103,1271,USA: California,USA,2021/12/4
29114,UGO96288.1 ,AY.44,1269,USA: Minnesota,USA,2021/12/4
29115,UGP90373.1 ,AY.26,1271,USA: California,USA,2021/12/4
29116,UGP90457.1 ,AY.26,1271,USA: California,USA,2021/12/4
29117,WGH47565.1 ,BA.1.1.7,1267,India,India,2021/12/5
29118,UYM42128.1 ,AY.103,1271,USA: Nebraska,USA,2021/12/5
29119,URB49156.1 ,AY.101,1271,Brazil,Brazil,2021/12/5
29120,URB51065.1 ,AY.34.1.1,1271,Brazil,Brazil,2021/12/5
29121,URA33369.1 ,AY.3,1271,USA,USA,2021/12/5
29122,UOU36032.1 ,BA.1.15,1268,USA: Pennsylvania,USA,2021/12/5
29123,UOA57368.1 ,AY.47,1272,USA: Virginia,USA,2021/12/5
29124,UNS26163.1 ,AY.20,1271,"USA: Orange County, CA",USA,2021/12/5
29125,UNO87600.1 ,AY.25.1,1271,"USA: California, Los Angeles County",USA,2021/12/5
29126,UNP37269.1 ,AY.39,1271,USA,USA,2021/12/5
29127,ULN77613.1 ,AY.20,1271,USA: AR,USA,2021/12/5
29128,UKM98341.1 ,AY.100,1271,USA: Pennsylvania,USA,2021/12/5
29129,UKM98519.1 ,AY.107,1271,USA: Pennsylvania,USA,2021/12/5
29130,UKM98720.1 ,AY.119.2,1271,USA: Pennsylvania,USA,2021/12/5
29131,UKM98983.1 ,BA.1,1268,USA: Pennsylvania,USA,2021/12/5
29132,UJE18263.1 ,AY.25,1271,USA,USA,2021/12/5
29133,UJE19187.1 ,AY.3,1273,USA,USA,2021/12/5
29134,UIZ59567.1 ,AY.3.3,1271,USA,USA,2021/12/5
29135,UIE33539.1 ,B.1.617.2,1271,USA: FL,USA,2021/12/5
29136,UIC84586.1 ,AY.117,1271,USA: New Mexico,USA,2021/12/5
29137,UHZ13980.1 ,AY.100,1271,USA: Texas,USA,2021/12/5
29138,UHX64910.1 ,AY.3,1271,USA: Colorado,USA,2021/12/5
29139,UHX65461.1 ,AY.39,1271,USA: Colorado,USA,2021/12/5
29140,UHX65794.1 ,AY.3,1271,USA: Colorado,USA,2021/12/5
29141,UHX66712.1 ,AY.100,1271,USA: Colorado,USA,2021/12/5
29142,UHX90132.1 ,AY.25,1271,USA: Colorado,USA,2021/12/5
29143,UHY61773.1 ,AY.47,1271,USA: Massachusetts,USA,2021/12/5
29144,UHU21479.1 ,AY.25,1271,USA,USA,2021/12/5
29145,UHU26640.1 ,AY.3,1271,USA,USA,2021/12/5
29146,UHU26903.1 ,AY.119.2,1271,USA,USA,2021/12/5
29147,UHR72742.1 ,AY.119,1271,USA: Utah,USA,2021/12/5
29148,UHR72905.1 ,AY.44,1271,USA: Arizona,USA,2021/12/5
29149,UHR72984.1 ,AY.3,1271,USA: Nevada,USA,2021/12/5
29150,UHR73108.1 ,AY.103,1271,USA: Utah,USA,2021/12/5
29151,UHR73166.1 ,AY.122,1271,USA: Kansas,USA,2021/12/5
29152,UHS12848.1 ,AY.44,1271,USA: GA,USA,2021/12/5
29153,UHS12860.1 ,AY.103,1271,USA: GA,USA,2021/12/5
29154,UHR00188.1 ,AY.118,1271,USA,USA,2021/12/5
29155,UHO89519.1 ,AY.25,1271,USA: Arizona,USA,2021/12/5
29156,UHO89553.1 ,AY.44,1271,USA: South Carolina,USA,2021/12/5
29157,UHK65551.1 ,AY.44,1271,USA: Arkansas,USA,2021/12/5
29158,UHK65670.1 ,AY.119,1271,USA: Connecticut,USA,2021/12/5
29159,UHK66357.1 ,AY.4,1269,USA: Illinois,USA,2021/12/5
29160,UHK66417.1 ,AY.117,1271,USA: Michigan,USA,2021/12/5
29161,UHK66857.1 ,AY.44,1271,USA: Illinois,USA,2021/12/5
29162,UHK66893.1 ,AY.100,1273,USA: Illinois,USA,2021/12/5
29163,UHK67072.1 ,AY.100,1271,USA: California,USA,2021/12/5
29164,UHK67239.1 ,AY.103,1271,USA: Indiana,USA,2021/12/5
29165,UHK67533.1 ,AY.103,1271,USA: Connecticut,USA,2021/12/5
29166,UHK68079.1 ,AY.25,1271,USA: Alaska,USA,2021/12/5
29167,UHK68293.1 ,AY.103,1271,USA: Texas,USA,2021/12/5
29168,UHK68401.1 ,AY.20,1271,USA: California,USA,2021/12/5
29169,UHN17998.1 ,AY.103,1271,USA: Wisconsin,USA,2021/12/5
29170,UHN18141.1 ,AY.25.1,1271,USA: California,USA,2021/12/5
29171,UHN18153.1 ,AY.119,1271,USA: Rhode Island,USA,2021/12/5
29172,UHN18553.1 ,AY.44,1271,USA: California,USA,2021/12/5
29173,UHN18589.1 ,AY.100,1271,USA: Michigan,USA,2021/12/5
29174,UHN19500.1 ,AY.122.1,1271,USA: California,USA,2021/12/5
29175,UHN19630.1 ,AY.3.3,1271,USA: Kansas,USA,2021/12/5
29176,UHN84082.1 ,AY.25,1271,USA: North Dakota,USA,2021/12/5
29177,UHN84618.1 ,AY.100,1271,USA: Minnesota,USA,2021/12/5
29178,UHO13613.1 ,AY.103,1271,USA: Rhode Island,USA,2021/12/5
29179,UHG64506.1 ,AY.119,1271,USA: New Jersey,USA,2021/12/5
29180,UHG64542.1 ,AY.3.3,1271,USA: New Jersey,USA,2021/12/5
29181,UHG64602.1 ,AY.3,1271,USA: Minnesota,USA,2021/12/5
29182,UHJ30473.1 ,AY.3,1271,USA: Rhode Island,USA,2021/12/5
29183,UHJ30711.1 ,AY.25,1271,USA: Maine,USA,2021/12/5
29184,UHJ30913.1 ,AY.3,1271,USA: Connecticut,USA,2021/12/5
29185,UHJ30947.1 ,AY.119,1271,USA: Maryland,USA,2021/12/5
29186,UHJ31126.1 ,B.1.617.2,1271,USA: New Jersey,USA,2021/12/5
29187,UHJ31281.1 ,AY.39,1271,USA: Maine,USA,2021/12/5
29188,UHJ31602.1 ,AY.36,1271,USA: Maryland,USA,2021/12/5
29189,UHJ89493.1 ,AY.3.3,1271,USA: Texas,USA,2021/12/5
29190,UHJ89505.1 ,AY.47,1271,USA: Mississippi,USA,2021/12/5
29191,UHJ89541.1 ,AY.112.2,1270,USA: South Carolina,USA,2021/12/5
29192,UHG19678.1 ,AY.98.1,1271,USA: Pennsylvania,USA,2021/12/5
29193,UHG19737.1 ,AY.103,1271,USA: Georgia,USA,2021/12/5
29194,UHG19857.1 ,AY.103,1271,USA: Michigan,USA,2021/12/5
29195,UHG19905.1 ,AY.103,1271,USA: Texas,USA,2021/12/5
29196,UHG20156.1 ,AY.103,1270,USA: Arizona,USA,2021/12/5
29197,UHG20250.1 ,AY.25,1271,USA: Arizona,USA,2021/12/5
29198,UHG20840.1 ,AY.25.1,1271,USA: Texas,USA,2021/12/5
29199,UHG20911.1 ,AY.103,1271,USA: Pennsylvania,USA,2021/12/5
29200,UHG20971.1 ,AY.44,1271,USA: Michigan,USA,2021/12/5
29201,UHG21078.1 ,AY.103,1271,USA: Michigan,USA,2021/12/5
29202,UHG21365.1 ,AY.119,1271,USA: Michigan,USA,2021/12/5
29203,UHG21979.1 ,AY.44,1271,USA: Indiana,USA,2021/12/5
29204,UHG22253.1 ,AY.103,1271,USA: Indiana,USA,2021/12/5
29205,UHG22611.1 ,AY.3,1271,USA: Florida,USA,2021/12/5
29206,UHG23850.1 ,AY.3,1271,USA: Indiana,USA,2021/12/5
29207,UHC27085.1 ,AY.25,1271,USA: Massachusetts,USA,2021/12/5
29208,UHC28337.1 ,AY.44,1271,USA: Vermont,USA,2021/12/5
29209,UGZ88410.1 ,AY.39,1271,USA: Washington,USA,2021/12/5
29210,UHB39995.1 ,BA.1.15,1270,USA: Texas,USA,2021/12/5
29211,UGZ06664.1 ,AY.103,1271,USA: California,USA,2021/12/5
29212,UGZ06818.1 ,AY.103,1271,USA: California,USA,2021/12/5
29213,UGX16232.1 ,AY.25,1271,USA: Texas,USA,2021/12/5
29214,UGR99143.1 ,AY.117,1271,USA: Wisconsin,USA,2021/12/5
29215,WBQ33993.1 ,AY.103,1271,"USA: Wisconsin, Dane County",USA,2021/12/6
29216,WAU90582.1 ,AY.113,1271,Mexico,Mexico,2021/12/6
29217,WAV02636.1 ,AY.26,1271,Mexico,Mexico,2021/12/6
29218,WAV09878.1 ,AY.20,1271,Mexico,Mexico,2021/12/6
29219,WAV11363.1 ,AY.20,1271,Mexico,Mexico,2021/12/6
29220,WAV13013.1 ,AY.113,1271,Mexico,Mexico,2021/12/6
29221,WAA71287.1 ,AY.103,1271,USA,USA,2021/12/6
29222,WAA71299.1 ,AY.103,1271,USA,USA,2021/12/6
29223,WAA71406.1 ,AY.44,1271,USA,USA,2021/12/6
29224,WAA71693.1 ,AY.43,1271,USA,USA,2021/12/6
29225,UYR39370.1 ,B.1.617.2,1271,Myanmar,Myanmar,2021/12/6
29226,UQK91423.1 ,AY.23.2,1271,Italy: Calabria,Italy,2021/12/6
29227,UQK91768.1 ,AY.42,1271,Italy: Calabria,Italy,2021/12/6
29228,UQK91828.1 ,B.1.617.2,1271,Italy: Calabria,Italy,2021/12/6
29229,UQK91864.1 ,B.1.617.2,1271,Italy: Calabria,Italy,2021/12/6
29230,UTB12641.1 ,AY.34.1,1271,USA: CO,USA,2021/12/6
29231,URB47556.1 ,AY.99.2,1271,Brazil,Brazil,2021/12/6
29232,URB47985.1 ,AY.43,1271,Brazil,Brazil,2021/12/6
29233,URB51849.1 ,AY.34.1.1,1271,Brazil,Brazil,2021/12/6
29234,URB53585.1 ,AY.99.2,1271,Brazil,Brazil,2021/12/6
29235,URB54880.1 ,AY.99.2,1271,Brazil,Brazil,2021/12/6
29236,URB55091.1 ,AY.99.2,1271,Brazil,Brazil,2021/12/6
29237,UQR14271.1 ,BA.1,1270,USA: Arizona,USA,2021/12/6
29238,UQF06745.1 ,AY.57,1270,Viet Nam,Viet Nam,2021/12/6
29239,UQF06757.1 ,AY.57,1271,Viet Nam,Viet Nam,2021/12/6
29240,UQD27881.1 ,AY.43,1271,France,France,2021/12/6
29241,UQD28035.1 ,AY.126,1271,France,France,2021/12/6
29242,UQD40187.1 ,B.1.617.2,1271,France,France,2021/12/6
29243,UQD40974.1 ,AY.43,1271,France,France,2021/12/6
29244,UQD41476.1 ,AY.98.1,1271,France,France,2021/12/6
29245,UQD41882.1 ,AY.98.1,1271,France,France,2021/12/6
29246,UQD42787.1 ,AY.106,1271,France,France,2021/12/6
29247,UQD43241.1 ,AY.4.2.3,1271,France,France,2021/12/6
29248,UQD44378.1 ,AY.43,1271,France,France,2021/12/6
29249,UQD44641.1 ,AY.43,1271,France,France,2021/12/6
29250,UQD44807.1 ,AY.43,1271,France,France,2021/12/6
29251,UQD45011.1 ,AY.34.1,1271,France,France,2021/12/6
29252,UQD45119.1 ,AY.122.6,1271,France,France,2021/12/6
29253,UQD45178.1 ,AY.4,1271,France,France,2021/12/6
29254,UPB87992.1 ,AY.98.1,1271,France,France,2021/12/6
29255,UOF33252.1 ,AY.4,1271,USA: Virginia,USA,2021/12/6
29256,UOF33336.1 ,AY.3,1271,USA: West Virginia,USA,2021/12/6
29257,UOA58012.1 ,AY.98.1,1271,USA: West Virginia,USA,2021/12/6
29258,UNP37480.1 ,AY.25.1,1273,USA,USA,2021/12/6
29259,UNP37528.1 ,AY.103,1271,USA,USA,2021/12/6
29260,UNA07959.1 ,AY.107,1271,Jamaica,Jamaica,2021/12/6
29261,UNA07995.1 ,AY.107,1271,Jamaica,Jamaica,2021/12/6
29262,ULH43990.1 ,AY.103,1271,"USA: California, Los Angees County",USA,2021/12/6
29263,UKF20390.1 ,AY.100,1271,USA,USA,2021/12/6
29264,UJO74198.1 ,AY.39,1271,USA: Minnesota,USA,2021/12/6
29265,UJJ94852.1 ,AY.26,1271,"USA: California, Los Angees County",USA,2021/12/6
29266,UJH59207.1 ,AY.3,1271,USA: MS,USA,2021/12/6
29267,UJH60754.1 ,AY.107,1271,Jamaica,Jamaica,2021/12/6
29268,UJE17205.1 ,AY.107,1271,USA,USA,2021/12/6
29269,UJE17979.1 ,AY.44,1273,USA,USA,2021/12/6
29270,UJE18061.1 ,B.1.617.2,1271,USA,USA,2021/12/6
29271,UJE18499.1 ,B.1.617.2,1273,USA,USA,2021/12/6
29272,UJE18523.1 ,AY.44,1273,USA,USA,2021/12/6
29273,UJE19031.1 ,B,1273,USA,USA,2021/12/6
29274,UIY95266.1 ,AY.103,1271,USA,USA,2021/12/6
29275,UIY97380.1 ,AY.100,1273,USA,USA,2021/12/6
29276,UIT79399.1 ,AY.25,1271,"USA: SC, HORRY",USA,2021/12/6
29277,UIT79555.1 ,AY.103,1271,"USA: NC, BRUNSWICK",USA,2021/12/6
29278,UIV73590.1 ,AY.103,1271,USA: CA,USA,2021/12/6
29279,UIW21480.1 ,AY.47,1271,USA: Virginia,USA,2021/12/6
29280,UIW24204.1 ,BA.1.15,1270,"USA: Tennessee, Shelby County",USA,2021/12/6
29281,UIS60098.1 ,B.1.617.2,1273,USA,USA,2021/12/6
29282,UIS65063.1 ,B.1.617.2,1273,USA,USA,2021/12/6
29283,UIS97534.1 ,AY.3,1271,Dominican Republic,Dominican Republic,2021/12/6
29284,UIS97606.1 ,AY.3,1271,Dominican Republic,Dominican Republic,2021/12/6
29285,UIS97618.1 ,AY.119,1271,Dominican Republic,Dominican Republic,2021/12/6
29286,UIS97774.1 ,AY.119,1271,Dominican Republic,Dominican Republic,2021/12/6
29287,UIH04978.1 ,AY.3,1271,USA: Virginia,USA,2021/12/6
29288,UIH05026.1 ,AY.3,1271,USA: Virginia,USA,2021/12/6
29289,UIH05086.1 ,AY.26,1271,USA: Virginia,USA,2021/12/6
29290,UIH05110.1 ,AY.103,1271,USA: Virginia,USA,2021/12/6
29291,UIE30808.1 ,AY.39.1,1271,USA: FL,USA,2021/12/6
29292,UHZ91377.1 ,AY.103,1271,USA: Virginia,USA,2021/12/6
29293,UIA63548.1 ,AY.103,1271,USA,USA,2021/12/6
29294,UHX67107.1 ,AY.103,1271,USA: Colorado,USA,2021/12/6
29295,UHX68168.1 ,AY.39,1271,USA: Colorado,USA,2021/12/6
29296,UHW41348.1 ,AY.3,1271,USA: Virginia,USA,2021/12/6
29297,UHV14132.1 ,AY.103,1271,USA: Minnesota,USA,2021/12/6
29298,UHV14332.1 ,AY.119,1269,USA: Minnesota,USA,2021/12/6
29299,UHV48342.1 ,AY.119,1271,USA: Rhode Island,USA,2021/12/6
29300,UHV89189.1 ,AY.25,1271,USA: Minnesota,USA,2021/12/6
